company,source_schema,source_row_index,title,business_line,location,publish_date,post_url,experience_text,responsibility,requirement_text,jd_text,model,business_scene_fit,platform_agent_fit,execution_fit,technical_fit,domain_transfer_fit,confidence,verdict,reason,strengths,risks,total_score
拼多多,pdd_tampermonkey,5,客服产品经理,产品类,上海,2026-06-03,https://careers.pddglobalhr.com/jobs/detail?code=PR020283,"1、2~5年互联网产品经验；

2、有较强的用户同理心；

3、有较好的沟通和跨团队协作能力；

4、工作积极主动靠谱，有进取心，学习能力强。","1、负责电商平台客服系统的产品，从复杂场景中抽象问题和解决方案赋能客服，为消费者提供更好的服务体验；

2、负责某条业务线的产品维护和迭代。和运营团队一起配合，通过模型优化、业务流程优化等方式，提高消费者满意度，效率成本，风险控制三类指标；

3、能从消费者体验的视角出发，挖掘交易链路和服务流程中的问题，推动上下游团队配合，更源头地解决问题；

4、关注行业的趋势和动态，结合业务现状，寻找产品和业务创新的机会点。","1、2~5年互联网产品经验；

2、有较强的用户同理心；

3、有较好的沟通和跨团队协作能力；

4、工作积极主动靠谱，有进取心，学习能力强。","岗位职责：
1、负责电商平台客服系统的产品，从复杂场景中抽象问题和解决方案赋能客服，为消费者提供更好的服务体验；

2、负责某条业务线的产品维护和迭代。和运营团队一起配合，通过模型优化、业务流程优化等方式，提高消费者满意度，效率成本，风险控制三类指标；

3、能从消费者体验的视角出发，挖掘交易链路和服务流程中的问题，推动上下游团队配合，更源头地解决问题；

4、关注行业的趋势和动态，结合业务现状，寻找产品和业务创新的机会点。

任职要求：
1、2~5年互联网产品经验；

2、有较强的用户同理心；

3、有较好的沟通和跨团队协作能力；

4、工作积极主动靠谱，有进取心，学习能力强。

加分项：
无",doubao-seed-2-0-pro-260215,8,10,12,12,10,high,weak,候选人擅长企业级AI产品经验丰富，但岗位是电商客服C端场景，业务匹配度低，领域迁移成本较高。,"['具备AI产品0-1落地经验丰富', '跨团队协作和技术理解能力强']","['无电商客服领域相关经验', '过往为ToB/企业场景，与C端客服场景差异大']",52
拼多多,pdd_tampermonkey,32,产品经理（数据产品方向）,产品类,上海,2026-05-11,https://careers.pddglobalhr.com/jobs/detail?code=PR023246,1. 本科及以上学历，1年及以上互联网平台产品经验；2. 逻辑能力强，对数据敏感，能从数据中分析出问题并做出策略优化；3. 具有开放思维，动手能力强，喜欢探索新鲜事物；4. 具有良好的沟通能力、责任感强、执行力强。,1. 负责平台商品相关的策略分析、方案设计、产品落地、运营；2. 与技术团队共同协作，构建可行的方案并推动落地；3. 跟踪业界动态，掌握最新变化，制定相关策略方案。,1. 本科及以上学历，1年及以上互联网平台产品经验；2. 逻辑能力强，对数据敏感，能从数据中分析出问题并做出策略优化；3. 具有开放思维，动手能力强，喜欢探索新鲜事物；4. 具有良好的沟通能力、责任感强、执行力强。,"岗位职责：
1. 负责平台商品相关的策略分析、方案设计、产品落地、运营；2. 与技术团队共同协作，构建可行的方案并推动落地；3. 跟踪业界动态，掌握最新变化，制定相关策略方案。

任职要求：
1. 本科及以上学历，1年及以上互联网平台产品经验；2. 逻辑能力强，对数据敏感，能从数据中分析出问题并做出策略优化；3. 具有开放思维，动手能力强，喜欢探索新鲜事物；4. 具有良好的沟通能力、责任感强、执行力强。

加分项：
无",doubao-seed-2-0-pro-260215,6,8,15,8,14,high,weak,候选人是AI产品背景，岗位为电商数据产品，业务场景差异大，缺乏互联网商品相关经验，匹配度低。,"['具备AI产品0-1落地与跨团队推进经验', '有工程能力与数据逻辑基础']","['缺乏电商、商品数据类产品经验，业务迁移成本高', '过往以ToB/企业AI为主，与C端平台场景适配性弱']",51
拼多多,pdd_tampermonkey,7,C端电商AI产品经理,产品类,上海,2026-05-28,https://careers.pddglobalhr.com/jobs/detail?code=PR022017,"1、2年以上产品经验，对AI技术有基本理解，有将其转化为用户价值的经验或强烈兴趣；

2、重视体验细节；

3、有责任感，有消费者洞察，关注长期效果。","1、 围绕消费者在电商中的真实需求，结合AI能力设计实用、好用的AI电商功能，创造新的导购/客服/营销等方面的体验；
2、关注AI领域的新技术、新应用，评估其在电商场景中的可行性，并推动落地验证。","1、2年以上产品经验，对AI技术有基本理解，有将其转化为用户价值的经验或强烈兴趣；

2、重视体验细节；

3、有责任感，有消费者洞察，关注长期效果。","岗位职责：
1、 围绕消费者在电商中的真实需求，结合AI能力设计实用、好用的AI电商功能，创造新的导购/客服/营销等方面的体验；
2、关注AI领域的新技术、新应用，评估其在电商场景中的可行性，并推动落地验证。

任职要求：
1、2年以上产品经验，对AI技术有基本理解，有将其转化为用户价值的经验或强烈兴趣；

2、重视体验细节；

3、有责任感，有消费者洞察，关注长期效果。

加分项：
/",doubao-seed-2-0-pro-260215,5,10,12,12,8,high,weak,候选人过往为ToB企业AI产品经验，无C端电商相关沉淀，业务场景匹配度低，迁移成本高。,"['具备AI产品0-1落地、跨部门推进经验', '掌握LLM、Agent、RAG相关技术与工程能力']","['无C端电商产品经验，缺乏消费者洞察', '过往ToB场景与C端电商业务差异大，迁移成本高']",47
拼多多,pdd_tampermonkey,40,商品内容产品经理,产品类,上海,2026-03-14,https://careers.pddglobalhr.com/jobs/detail?code=PR023702,1、具有1年以上互联网中后台产品经验，有商品中台或相关产品经验优先；2、深入理解电商平台商品体系，熟悉商品模型、类目与属性体系、商品数据结构及发布链路；3、具备较强的产品规划与项目推进能力，能够将复杂业务需求抽象为可落地的产品方案，并跨部门推动项目高效落地；4、具备数据分析能力和跨团队协作能力，能够基于数据发现问题并持续优化产品体验；5、有电商平台经验者优先。,1、规划和迭代平台商品模型、类目和属性规则，提升商品信息规范和管理效率；2、设计和优化商家商品发布及运营相关的产品能力，提升商家使用体验和发品效率；3、推动商品数据治理与多业务场景应用，确保商品信息质量，为商家GMV增长提供支持；4、协同技术、运营、算法等团队推进产品落地，通过数据分析与用户反馈持续迭代产品能力。,1、具有1年以上互联网中后台产品经验，有商品中台或相关产品经验优先；2、深入理解电商平台商品体系，熟悉商品模型、类目与属性体系、商品数据结构及发布链路；3、具备较强的产品规划与项目推进能力，能够将复杂业务需求抽象为可落地的产品方案，并跨部门推动项目高效落地；4、具备数据分析能力和跨团队协作能力，能够基于数据发现问题并持续优化产品体验；5、有电商平台经验者优先。,"岗位职责：
1、规划和迭代平台商品模型、类目和属性规则，提升商品信息规范和管理效率；2、设计和优化商家商品发布及运营相关的产品能力，提升商家使用体验和发品效率；3、推动商品数据治理与多业务场景应用，确保商品信息质量，为商家GMV增长提供支持；4、协同技术、运营、算法等团队推进产品落地，通过数据分析与用户反馈持续迭代产品能力。

任职要求：
1、具有1年以上互联网中后台产品经验，有商品中台或相关产品经验优先；2、深入理解电商平台商品体系，熟悉商品模型、类目与属性体系、商品数据结构及发布链路；3、具备较强的产品规划与项目推进能力，能够将复杂业务需求抽象为可落地的产品方案，并跨部门推动项目高效落地；4、具备数据分析能力和跨团队协作能力，能够基于数据发现问题并持续优化产品体验；5、有电商平台经验者优先。

加分项：
/",doubao-seed-2-0-pro-260215,5,10,12,6,10,high,weak,候选人是AI产品方向，无电商商品领域相关经验，岗位为纯电商商品内容中后台，匹配度低。,"['有中台建设、0-1产品落地和跨团队推进经验', '具备产品工程能力和技术理解能力']","['无电商商品领域相关经验，业务场景适配成本高', '候选人AI产品经验与该纯商品内容产品岗位匹配度低']",43
拼多多,pdd_tampermonkey,41,商家入驻产品经理,产品类,上海,2026-03-14,https://careers.pddglobalhr.com/jobs/detail?code=PR023703,1、具有1年以上互联网中后台产品经验，有B端商家入驻、平台规则类优先；2、逻辑思维强，能够梳理复杂的业务流程，抽象出标准化的产品化解决思路；3、以用户为中心，具备同理心，能从繁琐的入驻规则中寻找用户体验的平衡点；4、数据敏感，善于通过数据发现流程中的卡点，并能通过AB测试验证产品效果。,1、负责从商家注册入驻到店铺正常经营的全链路产品规划与迭代；2、推动治理审核及平台合规风控，将复杂的治理审核及合规要求抽象并产品化；3、搭建入驻环节的数据监控，同时与招商运营团队紧密配合，打通入驻与后续链路的联动。,1、具有1年以上互联网中后台产品经验，有B端商家入驻、平台规则类优先；2、逻辑思维强，能够梳理复杂的业务流程，抽象出标准化的产品化解决思路；3、以用户为中心，具备同理心，能从繁琐的入驻规则中寻找用户体验的平衡点；4、数据敏感，善于通过数据发现流程中的卡点，并能通过AB测试验证产品效果。,"岗位职责：
1、负责从商家注册入驻到店铺正常经营的全链路产品规划与迭代；2、推动治理审核及平台合规风控，将复杂的治理审核及合规要求抽象并产品化；3、搭建入驻环节的数据监控，同时与招商运营团队紧密配合，打通入驻与后续链路的联动。

任职要求：
1、具有1年以上互联网中后台产品经验，有B端商家入驻、平台规则类优先；2、逻辑思维强，能够梳理复杂的业务流程，抽象出标准化的产品化解决思路；3、以用户为中心，具备同理心，能从繁琐的入驻规则中寻找用户体验的平衡点；4、数据敏感，善于通过数据发现流程中的卡点，并能通过AB测试验证产品效果。

加分项：
/",doubao-seed-2-0-pro-260215,5,10,12,5,10,high,weak,候选人经验集中于企业AI产品，与电商商家入驻场景不匹配，无相关行业及岗位经验，适配成本高。,"['具备复杂业务流程梳理与痛点识别能力', '有AI产品0-1落地及跨部门推进经验']","['无电商商家入驻相关业务经验', 'AI相关技能与本岗位需求匹配度极低']",42
拼多多,pdd_tampermonkey,30,产品经理（支付风控方向）,产品类,上海,2026-05-11,https://careers.pddglobalhr.com/jobs/detail?code=PR022838,1. 本科及以上学历，2年以上工作经验，有支付业务经验，有完整的需求分析、项目实施落地经验； 2. 丰富的风控产品、策略、分析经验或完整的风控系统建设经验； 3. 了解支付业务，对支付市场及支付风险有全面及深刻理解优先； 4. 追求极致产品体验，能够独立思考并解决问题，擅于沟通，执行力强，重视团队合作。,1. 进行风控产品调研，保证风控系统具备对各类风险的防范能力；2. 负责风控系统（例如支付风控系统）设计，保障风控系统在整体架构中的合理应用，兼顾合理的实现逻辑及良好的用户体验，推进系统建设与落地应用；3. 深入了解业务，负责公司业务与风控系统的对接，配合策略推动风控措施的落地，关注风控策略的表现并协助策略进行优化。,1. 本科及以上学历，2年以上工作经验，有支付业务经验，有完整的需求分析、项目实施落地经验； 2. 丰富的风控产品、策略、分析经验或完整的风控系统建设经验； 3. 了解支付业务，对支付市场及支付风险有全面及深刻理解优先； 4. 追求极致产品体验，能够独立思考并解决问题，擅于沟通，执行力强，重视团队合作。,"岗位职责：
1. 进行风控产品调研，保证风控系统具备对各类风险的防范能力；2. 负责风控系统（例如支付风控系统）设计，保障风控系统在整体架构中的合理应用，兼顾合理的实现逻辑及良好的用户体验，推进系统建设与落地应用；3. 深入了解业务，负责公司业务与风控系统的对接，配合策略推动风控措施的落地，关注风控策略的表现并协助策略进行优化。

任职要求：
1. 本科及以上学历，2年以上工作经验，有支付业务经验，有完整的需求分析、项目实施落地经验； 2. 丰富的风控产品、策略、分析经验或完整的风控系统建设经验； 3. 了解支付业务，对支付市场及支付风险有全面及深刻理解优先； 4. 追求极致产品体验，能够独立思考并解决问题，擅于沟通，执行力强，重视团队合作。

加分项：
无",doubao-seed-2-0-pro-260215,5,8,12,7,10,high,weak,候选人无支付风控相关经验，业务场景匹配度极低，仅通用产品能力可部分迁移，适配成本高。,"['有AI产品0-1落地、跨团队推进经验', '具备一定产品工程和AI技术理解能力']","['无支付风控、支付业务相关经验，领域空白大', '过往为ToB企业AI场景，与该ToC风控场景差异大']",42
拼多多,pdd_tampermonkey,31,产品经理（电商风控方向）,产品类,上海,2026-05-11,https://careers.pddglobalhr.com/jobs/detail?code=PR022873,1、本科及以上学历，统计学、计算机、信息技术等相关专业优先；2、2年以上互联网风控产品经验，有电商平台经验者加分；3、逻辑能力强，对数据敏感，善于发现数据内在联系，构建数据产品；4、良好的团队沟通能力，有足够的好奇心和自驱力。,1、负责电商平台实时和离线风控产品的设计、规划和策略制定；2、对电商平台数据进行分析和挖掘，实现用户画像体系、风险信息库等产品设计；3、推进规则引擎、运营系统、权限系统等风控系统的设计和项目规划。,1、本科及以上学历，统计学、计算机、信息技术等相关专业优先；2、2年以上互联网风控产品经验，有电商平台经验者加分；3、逻辑能力强，对数据敏感，善于发现数据内在联系，构建数据产品；4、良好的团队沟通能力，有足够的好奇心和自驱力。,"岗位职责：
1、负责电商平台实时和离线风控产品的设计、规划和策略制定；2、对电商平台数据进行分析和挖掘，实现用户画像体系、风险信息库等产品设计；3、推进规则引擎、运营系统、权限系统等风控系统的设计和项目规划。

任职要求：
1、本科及以上学历，统计学、计算机、信息技术等相关专业优先；2、2年以上互联网风控产品经验，有电商平台经验者加分；3、逻辑能力强，对数据敏感，善于发现数据内在联系，构建数据产品；4、良好的团队沟通能力，有足够的好奇心和自驱力。

加分项：
无",doubao-seed-2-0-pro-260215,5,7,10,10,10,high,weak,候选人有企业AI产品落地经验，但无电商风控相关沉淀，业务场景匹配度低，迁移成本较高。,"['具备AI产品0-1落地、跨部门推进经验', '有AI中台、智能体、工作流相关产品能力']","['无电商风控、互联网C端产品相关经验', '过往业务集中在央国企ToB/内部场景，和电商风控业务差异大']",42
拼多多,pdd_tampermonkey,21,AIGC策略产品经理-广告用增方向,产品类,上海,2026-05-16,https://careers.pddglobalhr.com/jobs/detail?code=PR022066,1、本科以上学历，2年以上图片视频文本内容合成&AI算法相关经验；2、有较好的跨团队沟通协作能力，能主动推动业务进展；3、具有较好的沟通表达和数据分析能力；4、有较强的责任心和积极性；,1、负责AIGC内容策略的制定，结合业务数据找到机会点&优化点；2、了解文本、图像、视频Ai算法技术，发现业务结合场景并推动相关模型落地验证；3、多方协调合作，提升AIGC内容在用户增长侧的效率；,1、本科以上学历，2年以上图片视频文本内容合成&AI算法相关经验；2、有较好的跨团队沟通协作能力，能主动推动业务进展；3、具有较好的沟通表达和数据分析能力；4、有较强的责任心和积极性；,"岗位职责：
1、负责AIGC内容策略的制定，结合业务数据找到机会点&优化点；2、了解文本、图像、视频Ai算法技术，发现业务结合场景并推动相关模型落地验证；3、多方协调合作，提升AIGC内容在用户增长侧的效率；

任职要求：
1、本科以上学历，2年以上图片视频文本内容合成&AI算法相关经验；2、有较好的跨团队沟通协作能力，能主动推动业务进展；3、具有较好的沟通表达和数据分析能力；4、有较强的责任心和积极性；

加分项：
暂无",doubao-seed-2-0-pro-260215,5,8,10,7,12,high,weak,候选人擅长ToB企业AI场景，岗位为广告用增C端AIGC策略，业务匹配度低，领域迁移成本高。,"['具备AI产品0-1落地经验，跨团队推进能力强', '熟悉LLM、Agent相关技术，懂产品工程实现']","['无广告、用户增长相关业务经验，场景匹配度差', '无内容合成、C端AIGC策略相关实操沉淀']",42
拼多多,pdd_tampermonkey,17,商品内容产品经理,产品类,上海,2026-05-18,https://careers.pddglobalhr.com/jobs/detail?code=PR023850,1、能理解并拆解复杂数据结构（如商品模型、类目树、属性体系等）；2、对“结构化数据如何影响业务”（搜索/推荐/转化）有认知或兴趣；3、能在规则设计与用户体验之间找到平衡，而不是简单加约束；4、有数据敏感度，能通过数据发现问题并验证方案；5、1-3年产品经验，有B端/商品相关经验者优先。,1、搭建和优化商品模型、类目与属性体系，提升商品结构化与标准化能力；2、设计商家商品发布与管理链路，结合算法能力，提升发品效率与使用体验；3、推动商品数据治理，将商品信息能力应用到搜索、推荐、风控等多业务场景；4、在“规范性”与“灵活性”之间做权衡，既保证数据质量，又不压制供给表达。,1、能理解并拆解复杂数据结构（如商品模型、类目树、属性体系等）；2、对“结构化数据如何影响业务”（搜索/推荐/转化）有认知或兴趣；3、能在规则设计与用户体验之间找到平衡，而不是简单加约束；4、有数据敏感度，能通过数据发现问题并验证方案；5、1-3年产品经验，有B端/商品相关经验者优先。,"岗位职责：
1、搭建和优化商品模型、类目与属性体系，提升商品结构化与标准化能力；2、设计商家商品发布与管理链路，结合算法能力，提升发品效率与使用体验；3、推动商品数据治理，将商品信息能力应用到搜索、推荐、风控等多业务场景；4、在“规范性”与“灵活性”之间做权衡，既保证数据质量，又不压制供给表达。

任职要求：
1、能理解并拆解复杂数据结构（如商品模型、类目树、属性体系等）；2、对“结构化数据如何影响业务”（搜索/推荐/转化）有认知或兴趣；3、能在规则设计与用户体验之间找到平衡，而不是简单加约束；4、有数据敏感度，能通过数据发现问题并验证方案；5、1-3年产品经验，有B端/商品相关经验者优先。

加分项：
/",doubao-seed-2-0-pro-260215,5,10,10,7,10,high,weak,候选人核心为企业AI产品经验，与商品内容产品的电商商品体系业务匹配度极低，领域跨度大。,"['具备AI产品0-1落地能力', '有跨团队推进、流程提效项目经验']","['无电商商品、类目相关业务经验', '核心AI能力与岗位需求匹配度低']",42
拼多多,pdd_tampermonkey,43,商家结算产品经理,产品类,上海,2026-03-09,https://careers.pddglobalhr.com/jobs/detail?code=PR023660,1、本科及以上学历，2年以上互联网产品经验，有大型平台B端产品或知名互联网公司经验者优先；2、熟悉电商结算、物流、售后等模块，具备相应产品参与或负责经历；3、具备良好的业务敏感度和整体把控能力，能洞察业务现状和未来趋势；4、学习能力和逻辑思维强，能快速理解复杂业务及相关财税法规，设计并落地系统方案，思考全面严谨；5、数据分析能力强，能从业务数据中发现问题并提炼需求；6、具备优秀的沟通能力、执行力和产品判断力，情商高，工作热情强，强结果导向。,1、负责电商平台商家结算产品的规划、设计、实现，以及店铺绩效与权益等规则策略的制定和迭代；2、协同上下游及各相关模块，推动项目设计、开发和上线，保障产品质量；3、调研及收集商家需求，通过数据分析等方式持续优化产品体验。,1、本科及以上学历，2年以上互联网产品经验，有大型平台B端产品或知名互联网公司经验者优先；2、熟悉电商结算、物流、售后等模块，具备相应产品参与或负责经历；3、具备良好的业务敏感度和整体把控能力，能洞察业务现状和未来趋势；4、学习能力和逻辑思维强，能快速理解复杂业务及相关财税法规，设计并落地系统方案，思考全面严谨；5、数据分析能力强，能从业务数据中发现问题并提炼需求；6、具备优秀的沟通能力、执行力和产品判断力，情商高，工作热情强，强结果导向。,"岗位职责：
1、负责电商平台商家结算产品的规划、设计、实现，以及店铺绩效与权益等规则策略的制定和迭代；2、协同上下游及各相关模块，推动项目设计、开发和上线，保障产品质量；3、调研及收集商家需求，通过数据分析等方式持续优化产品体验。

任职要求：
1、本科及以上学历，2年以上互联网产品经验，有大型平台B端产品或知名互联网公司经验者优先；2、熟悉电商结算、物流、售后等模块，具备相应产品参与或负责经历；3、具备良好的业务敏感度和整体把控能力，能洞察业务现状和未来趋势；4、学习能力和逻辑思维强，能快速理解复杂业务及相关财税法规，设计并落地系统方案，思考全面严谨；5、数据分析能力强，能从业务数据中发现问题并提炼需求；6、具备优秀的沟通能力、执行力和产品判断力，情商高，工作热情强，强结果导向。

加分项：
/",doubao-seed-2-0-pro-260215,3,5,10,6,14,high,weak,候选人是AI产品方向，岗位为电商商家结算产品，业务场景差异极大，无相关电商结算经验，匹配度低。,"['具备跨部门推进项目0-1落地的经验', '逻辑能力与问题识别能力较强']","['无电商结算、物流售后相关业务经验，领域迁移成本高', '过往为AI产品经验，与岗位传统B端结算产品方向不匹配']",38
拼多多,pdd_tampermonkey,36,搜索策略产品经理,产品类,上海,2026-04-16,https://careers.pddglobalhr.com/jobs/detail?code=PR022426,1.一年及以上推荐/搜索/广告策略产品经验；2.学习能力强；有一定的数据分析、产品策划能力；3.有强烈的自驱力和责任感；可跨多团队合作，推动复杂问题快速解决；,1.负责搜索场景的出品和排序策略相关内容，提升场景的流量转化效率；2.能够深入了解各搜索场景，挖掘用户需求，分析存在问题，以产品化形式，提升搜索产品的体验；3.能够协调其他团队进行产品创新和落地；合作过程中能够承担主导作用，协调资源，解决问题；,1.一年及以上推荐/搜索/广告策略产品经验；2.学习能力强；有一定的数据分析、产品策划能力；3.有强烈的自驱力和责任感；可跨多团队合作，推动复杂问题快速解决；,"岗位职责：
1.负责搜索场景的出品和排序策略相关内容，提升场景的流量转化效率；2.能够深入了解各搜索场景，挖掘用户需求，分析存在问题，以产品化形式，提升搜索产品的体验；3.能够协调其他团队进行产品创新和落地；合作过程中能够承担主导作用，协调资源，解决问题；

任职要求：
1.一年及以上推荐/搜索/广告策略产品经验；2.学习能力强；有一定的数据分析、产品策划能力；3.有强烈的自驱力和责任感；可跨多团队合作，推动复杂问题快速解决；

加分项：
无",doubao-seed-2-0-pro-260215,2,5,12,6,13,high,weak,候选人经验集中在ToB企业AI领域，无搜索/推荐/广告策略相关经验，匹配度低,"['具备AI产品0-1落地经验与跨团队推进能力', '有一定AI技术理解和产品工程能力']","['无搜索/推荐/广告策略相关业务经验，迁移成本高', '过往为ToB AI场景，与C端搜索业务差异极大']",38
拼多多,pdd_tampermonkey,42,开放平台产品经理,产品类,上海,2026-03-11,https://careers.pddglobalhr.com/jobs/detail?code=PR023690,1、2年以上电商开放平台/中后台产品经验，熟悉ERP对接流程；2、熟悉接口设计规范，能将复杂的业务规则抽象化，目标导向，有较强抗压能力；3、学习和沟通推动能力强，英语能满足日常对话要求；4、有良好的数据分析能力，能通过数据分析发现业务问题并推进迭代。,1、负责开放平台API产品设计（包括但不限于商品、订单、库存、物流等模块）；2、制定ERP对接标准与管理规则，搭建和完善开平门户；3、管理并负责重点ERP合作伙伴，结合模块业务目标能独立产出对接方案。,1、2年以上电商开放平台/中后台产品经验，熟悉ERP对接流程；2、熟悉接口设计规范，能将复杂的业务规则抽象化，目标导向，有较强抗压能力；3、学习和沟通推动能力强，英语能满足日常对话要求；4、有良好的数据分析能力，能通过数据分析发现业务问题并推进迭代。,"岗位职责：
1、负责开放平台API产品设计（包括但不限于商品、订单、库存、物流等模块）；2、制定ERP对接标准与管理规则，搭建和完善开平门户；3、管理并负责重点ERP合作伙伴，结合模块业务目标能独立产出对接方案。

任职要求：
1、2年以上电商开放平台/中后台产品经验，熟悉ERP对接流程；2、熟悉接口设计规范，能将复杂的业务规则抽象化，目标导向，有较强抗压能力；3、学习和沟通推动能力强，英语能满足日常对话要求；4、有良好的数据分析能力，能通过数据分析发现业务问题并推进迭代。

加分项：
有开放平台0-1经验 / ERP厂商背景 / 熟悉电商",doubao-seed-2-0-pro-260215,2,5,10,10,10,high,weak,候选人无电商开放平台、ERP相关经验，业务场景匹配度极低，迁移成本高。,"['有企业级中台0-1落地经验，跨团队推进能力强', '具备不错的AI相关产品工程技术理解能力']","['无电商开放平台、ERP对接相关经验，业务适配成本高', '过往经验集中在企业AI转型领域，与岗位核心业务匹配度极低']",37
拼多多,pdd_tampermonkey,18,B端物流产品经理,产品类,上海,2026-05-18,https://careers.pddglobalhr.com/jobs/detail?code=PR022054,1、2年及以上的供应链/物流配送/售后相关产品经验；本科及以上学历 ；2、良好的产品设计和规划能力，拥有一定的数据分析能力，有良好的业务理解能力； 3、较强的自我驱动力，对于拿到业务结果有渴求；积极主动，执行能力强，有较强责任心及团队精神。,1、负责仓配各个环节的产品功能支持和设计，达成仓库&配送作业的质量提升和改善履约体验的目标；2、根据对业务情况的分析，找到作业环节的可提升点，并转化为产品方案来推动业务提升；,1、2年及以上的供应链/物流配送/售后相关产品经验；本科及以上学历 ；2、良好的产品设计和规划能力，拥有一定的数据分析能力，有良好的业务理解能力； 3、较强的自我驱动力，对于拿到业务结果有渴求；积极主动，执行能力强，有较强责任心及团队精神。,"岗位职责：
1、负责仓配各个环节的产品功能支持和设计，达成仓库&配送作业的质量提升和改善履约体验的目标；2、根据对业务情况的分析，找到作业环节的可提升点，并转化为产品方案来推动业务提升；

任职要求：
1、2年及以上的供应链/物流配送/售后相关产品经验；本科及以上学历 ；2、良好的产品设计和规划能力，拥有一定的数据分析能力，有良好的业务理解能力； 3、较强的自我驱动力，对于拿到业务结果有渴求；积极主动，执行能力强，有较强责任心及团队精神。

加分项：
无",doubao-seed-2-0-pro-260215,3,5,12,7,10,high,weak,候选人无B端物流相关经验，业务场景匹配度极低，仅通用产品能力有一定迁移性，整体匹配度差。,"['有企业AI产品0-1落地经验', '具备跨团队推进与业务闭环能力']","['无供应链/物流领域相关经验', '岗位非AI产品方向，过往AI相关经验难复用']",37
拼多多,pdd_tampermonkey,23,策略产品经理,产品类,上海,2026-05-16,https://careers.pddglobalhr.com/jobs/detail?code=PR022006,1、2年以上策略产品/运营相关经验优先，有商品、定价、供应链等经验更佳。2、数据敏感度高，分析问题快速、精准，并能从分析中找到迭代方向。3、具备优秀的逻辑和结构化思维能力，有强目标导向及跨部门项目推动力。,岗位职责：1、为平台商品丰富度增量负责，通过数据分析，识别转化链路和供给缺口问题，制定并迭代策略，优化商品结构，提升大盘增量；2、主导商品策略项目落地，清晰拆解和定义问题，有效推动跨部门协作，解决环节卡点，确保项目目标达成。3、能够从流量、价格、内容等多维度分析商品转化问题，找到关键增量点和优化策略。,1、2年以上策略产品/运营相关经验优先，有商品、定价、供应链等经验更佳。2、数据敏感度高，分析问题快速、精准，并能从分析中找到迭代方向。3、具备优秀的逻辑和结构化思维能力，有强目标导向及跨部门项目推动力。,"岗位职责：
岗位职责：1、为平台商品丰富度增量负责，通过数据分析，识别转化链路和供给缺口问题，制定并迭代策略，优化商品结构，提升大盘增量；2、主导商品策略项目落地，清晰拆解和定义问题，有效推动跨部门协作，解决环节卡点，确保项目目标达成。3、能够从流量、价格、内容等多维度分析商品转化问题，找到关键增量点和优化策略。

任职要求：
1、2年以上策略产品/运营相关经验优先，有商品、定价、供应链等经验更佳。2、数据敏感度高，分析问题快速、精准，并能从分析中找到迭代方向。3、具备优秀的逻辑和结构化思维能力，有强目标导向及跨部门项目推动力。

加分项：
暂无",doubao-seed-2-0-pro-260215,2,3,12,4,15,high,weak,候选人核心是ToB企业AI产品经验，岗位为C端商品策略产品，业务场景差异极大，匹配度低,"['具备跨部门推进0-1项目落地的能力', '逻辑清晰，有痛点识别和方案落地经验']","['无商品、供应链等相关业务经验，场景匹配度极低', 'AI相关能力与岗位要求的商品策略方向不契合']",36
