company,source_schema,source_row_index,title,business_line,location,publish_date,post_url,experience_text,responsibility,requirement_text,jd_text,model,business_scene_fit,platform_agent_fit,execution_fit,technical_fit,domain_transfer_fit,confidence,verdict,reason,strengths,risks,total_score
美团,meituan_detail_20260609,11,LongCat - 预训练算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4518447096&highlightType=social,1年,探索下一代大模型训练范式，从模型结构、训练策略、数据策略和算力利用率等角度打造更强基座模型；研究高效模型结构、科学训练策略、模型结构与数据耦合、多阶段训练及MLsys联合设计。,熟悉NLP、LLM、MLsys、Optimization、OR、Control、RL等相关领域之一或多个方向；熟悉主流大模型技术和PyTorch、Megatron、DeepSpeed、vLLM、SGLang等框架。优先：开源核心贡献或高水平论文。,"岗位职责：
探索下一代大模型训练范式，从模型结构、训练策略、数据策略和算力利用率等角度打造更强基座模型；研究高效模型结构、科学训练策略、模型结构与数据耦合、多阶段训练及MLsys联合设计。

任职要求：
熟悉NLP、LLM、MLsys、Optimization、OR、Control、RL等相关领域之一或多个方向；熟悉主流大模型技术和PyTorch、Megatron、DeepSpeed、vLLM、SGLang等框架。优先：开源核心贡献或高水平论文。",doubao-seed-2-0-pro-260215,0,5,10,7,10,high,weak,岗位为预训练算法研究员，要求算法研发能力，候选人是AI产品经理，核心能力不匹配。,"['具备优秀的AI产品0-1落地能力', '有企业级AI中台、智能体产品设计经验']","['无大模型预训练相关研发经验', '岗位为算法类，与产品岗能力要求差异极大']",32
美团,meituan_detail_20260609,24,LongCat - 多模态交互算法研究员,核心本地商业-基础研发平台,北京市、上海市、深圳市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3139280187&highlightType=social,1年,研究多模态实时表征、统一模型结构与训练策略、实时交互核心算法，以及交互式思考模型和流式工具调用等下一代交互范式，逼近全模态统一智能。,计算机、人工智能等相关专业硕士/博士；具备扎实视觉、语音与深度学习理论基础；深入理解VLM、Audio LLM等至少一项前沿技术；精通PyTorch并有大规模分布式训练经验；顶级会议论文优先。,"岗位职责：
研究多模态实时表征、统一模型结构与训练策略、实时交互核心算法，以及交互式思考模型和流式工具调用等下一代交互范式，逼近全模态统一智能。

任职要求：
计算机、人工智能等相关专业硕士/博士；具备扎实视觉、语音与深度学习理论基础；深入理解VLM、Audio LLM等至少一项前沿技术；精通PyTorch并有大规模分布式训练经验；顶级会议论文优先。",doubao-seed-2-0-pro-260215,5,5,6,2,12,high,weak,岗位为算法研究岗，要求硕博及算法研发经验，候选人是AI产品经理，匹配度极低。,"['有AI产品落地经验，懂基础工程技术', '有企业AI场景搭建和跨部门推进能力']","['无算法研究相关经验，与岗位核心要求不符', '学历为本科，未达硕博门槛']",30
美团,meituan_detail_20260609,13,LongCat - 语音大模型算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3771069370&highlightType=social,1年,负责语音识别和声纹技术研发，优化在线语音识别服务在客服、出行、美团App等业务中的准确率，并探索语音大模型和多模态前沿技术。,有扎实工程基础，熟练掌握Python或C++；具备机器学习经验基础，熟悉常见深度学习算法。优先：语音、NLP、CV背景，语音大模型、多模态相关研发经验。,"岗位职责：
负责语音识别和声纹技术研发，优化在线语音识别服务在客服、出行、美团App等业务中的准确率，并探索语音大模型和多模态前沿技术。

任职要求：
有扎实工程基础，熟练掌握Python或C++；具备机器学习经验基础，熟悉常见深度学习算法。优先：语音、NLP、CV背景，语音大模型、多模态相关研发经验。",doubao-seed-2-0-pro-260215,2,5,8,5,10,high,weak,岗位为语音大模型算法研究员，候选人为AI产品经理，岗位方向不匹配，无语音算法相关经验。,"['具备AI产品0-1落地经验', '有一定工程基础，熟悉Python等工具']","['无语音识别、语音大模型相关研发经验', '岗位为算法类，候选人是产品方向，能力匹配度极低']",30
美团,meituan_detail_20260609,7,LongCat - Agentic RL AI 工程师,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=2431837310&highlightType=social,不限,参与超大规模多模态大模型训练Infra建设；负责多模态基座模型训练框架架构迭代、稳定性、易用性、可运维与可观测能力建设；负责数万卡和数万亿参数规模训练性能优化。,扎实计算机理论基础，熟练掌握C++或Python；熟悉CUDA/NPU、RDMA优先；深入了解PyTorch/TensorFlow引擎及深度定制；熟悉Megatron-LM、DeepSpeed、多维并行和多模态模型结构。,"岗位职责：
参与超大规模多模态大模型训练Infra建设；负责多模态基座模型训练框架架构迭代、稳定性、易用性、可运维与可观测能力建设；负责数万卡和数万亿参数规模训练性能优化。

任职要求：
扎实计算机理论基础，熟练掌握C++或Python；熟悉CUDA/NPU、RDMA优先；深入了解PyTorch/TensorFlow引擎及深度定制；熟悉Megatron-LM、DeepSpeed、多维并行和多模态模型结构。",doubao-seed-2-0-pro-260215,0,5,7,4,10,high,weak,岗位为AI训练 infra 研发岗，要求大模型训练框架、性能优化等技术能力，候选人是AI产品经理背景，匹配度极低。,"['有AI产品落地经验，懂基本Python技术', '有跨部门推进项目落地的经验']","['无大模型训练框架、大规模分布式训练相关经验', '岗位是研发岗，候选人产品背景完全不匹配核心要求']",26
美团,meituan_detail_20260609,8,LongCat - 后训练算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4487581555&highlightType=social,不限,深度参与LongCat模型基础能力优化，包括指令遵循、幻觉、推理、智能体等；探索大规模RL和多目标RL训练方案；探索Long Horizon场景的大模型优化方案，包括数据合成、上下文管理和长上下文RL。,深入理解大模型开发流程，熟悉预训练、指令微调和RL流程与框架；具备扎实算法和数学基础及良好编程基础，熟悉自然语言处理、生成式AI和机器学习；目标感强，善于分析和推动上下游协作。,"岗位职责：
深度参与LongCat模型基础能力优化，包括指令遵循、幻觉、推理、智能体等；探索大规模RL和多目标RL训练方案；探索Long Horizon场景的大模型优化方案，包括数据合成、上下文管理和长上下文RL。

任职要求：
深入理解大模型开发流程，熟悉预训练、指令微调和RL流程与框架；具备扎实算法和数学基础及良好编程基础，熟悉自然语言处理、生成式AI和机器学习；目标感强，善于分析和推动上下游协作。",doubao-seed-2-0-pro-260215,3,5,5,4,8,high,weak,岗位为算法研究岗，核心要求大模型后训练算法能力，候选人是AI产品经理，岗位属性差异极大，匹配度极低。,"['有AI产品落地与跨团队推进经验', '对Agent、LLM应用侧有实践认知']","['无大模型后训练算法相关经验，完全不匹配岗位核心职责', '岗位为算法研究员方向，候选人产品经理背景迁移成本极高']",25
美团,meituan_detail_20260609,20,LongCat - 数据策略与数据科学算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4517224406&highlightType=social,1年,聚焦大规模预训练数据的理解、筛选、配比、合成与系统化迭代，建立数据分布、训练动态与模型能力之间的可解释映射；研究数据价值建模、动态配比、合成数据、训练闭环以及污染/偏差/隐私等风险缓解。,熟悉Python和PyTorch等框架，具备机器学习、深度学习、概率统计和算法基础；熟悉大语言模型或多模态基础模型训练流程；对预训练数据清洗、去重、污染检测、质量评估、覆盖度建模等有系统性理解；具备优秀实验设计和分析能力。,"岗位职责：
聚焦大规模预训练数据的理解、筛选、配比、合成与系统化迭代，建立数据分布、训练动态与模型能力之间的可解释映射；研究数据价值建模、动态配比、合成数据、训练闭环以及污染/偏差/隐私等风险缓解。

任职要求：
熟悉Python和PyTorch等框架，具备机器学习、深度学习、概率统计和算法基础；熟悉大语言模型或多模态基础模型训练流程；对预训练数据清洗、去重、污染检测、质量评估、覆盖度建模等有系统性理解；具备优秀实验设计和分析能力。",doubao-seed-2-0-pro-260215,2,5,5,3,10,high,weak,候选人为AI产品经理，岗位为算法研究员，岗位核心要求算法研究能力，匹配度极低。,"['有Python基础', '熟悉LLM相关能力边界']","['无算法研究相关经验', '岗位要求的预训练数据相关能力完全不匹配', '核心技能为产品设计而非算法研发']",25
美团,meituan_detail_20260609,6,LongCat - 高性能算子 AI 工程师,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=2978735823&highlightType=social,2年,参与超大规模AI大模型训练和推理平台建设，研发高性能训推算子模块，提升平台MFU/MBU；协同框架算法设计训推方案，并调研业界前沿技术。,扎实计算机理论基础；熟练CUDA和GPU架构，或具备国产AI设备编程经验；熟悉高性能kernel开发、FlashAttention等；熟悉大模型训练推理架构和性能优化实践。,"岗位职责：
参与超大规模AI大模型训练和推理平台建设，研发高性能训推算子模块，提升平台MFU/MBU；协同框架算法设计训推方案，并调研业界前沿技术。

任职要求：
扎实计算机理论基础；熟练CUDA和GPU架构，或具备国产AI设备编程经验；熟悉高性能kernel开发、FlashAttention等；熟悉大模型训练推理架构和性能优化实践。",doubao-seed-2-0-pro-260215,0,5,5,5,10,high,weak,候选人是AI产品经理，岗位为高性能算子AI工程师，岗位方向差异极大，匹配度极低。,"['有AI产品落地经验', '具备基础工程能力']","['无高性能算子开发相关经验', '岗位为技术研发类，与产品经理职业方向不符']",25
美团,meituan_detail_20260609,18,LongCat - Agentic Coding算法研究员,核心本地商业-基础研发平台,北京市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4517801293&highlightType=social,1年,负责代码全链路训练，包括pretrain、midtrain、SFT、RL，提升代码生成、理解、修复能力；构建高质量Coding数据生产与评估体系；构建面向Coding的大规模RL训练体系；研究超长上下文、多文件关联和仓库级知识记忆。,具备扎实机器学习、深度学习、强化学习功底，相关专业硕士/博士优先；动手能力强，熟练掌握Python；在顶级会议发表论文或高质量开源项目有贡献优先；对大模型训练、推理和Agent执行复杂问题有热情。,"岗位职责：
负责代码全链路训练，包括pretrain、midtrain、SFT、RL，提升代码生成、理解、修复能力；构建高质量Coding数据生产与评估体系；构建面向Coding的大规模RL训练体系；研究超长上下文、多文件关联和仓库级知识记忆。

任职要求：
具备扎实机器学习、深度学习、强化学习功底，相关专业硕士/博士优先；动手能力强，熟练掌握Python；在顶级会议发表论文或高质量开源项目有贡献优先；对大模型训练、推理和Agent执行复杂问题有热情。",doubao-seed-2-0-pro-260215,0,5,6,8,5,high,weak,岗位为算法研究岗，核心要求算法功底与代码训练研究能力，候选人是AI产品经理，方向完全不匹配。,"['有AI产品0-1落地经验', '懂基础开发工具可快速搭建MVP']","['无算法研究相关经历，岗位要求的大模型训练、RL等能力缺失', '岗位为算法岗，和候选人产品经理求职方向不符']",24
美团,meituan_detail_20260609,17,LongCat - 具身图形算法工程师,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4151489050&highlightType=social,3年,从事具身方向图形算法相关研究，包括仿真平台研发、3D AIGC资产和场景生成重建、以及具身智能场景下强化学习框架研发与新训练范式探索。,计算机科学或相关领域学士/硕士/博士；具备扎实编程能力、自驱力和快速学习能力；对人工智能、计算机图形学、机器人有相关经验；在相关顶级会议或期刊发表论文者优先。,"岗位职责：
从事具身方向图形算法相关研究，包括仿真平台研发、3D AIGC资产和场景生成重建、以及具身智能场景下强化学习框架研发与新训练范式探索。

任职要求：
计算机科学或相关领域学士/硕士/博士；具备扎实编程能力、自驱力和快速学习能力；对人工智能、计算机图形学、机器人有相关经验；在相关顶级会议或期刊发表论文者优先。",doubao-seed-2-0-pro-260215,0,5,5,5,5,high,weak,岗位为具身图形算法岗，候选人是AI产品经理，领域完全不匹配，无相关算法研究经验。,"['有AI产品0-1落地经验', '熟悉企业AI中台、Agent相关产品设计']","['无具身图形、3D AIGC、强化学习相关算法经验', '岗位为算法类，与候选人产品经理职业方向不符']",20
美团,meituan_detail_20260609,12,LongCat - 多模态算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4518445342&highlightType=social,1年,探索下一代原生多模态基础模型，研究多模态与文本深度融合、多模态数据挖掘与构建、视觉表征与tokenizer设计，以及通过强化学习激发长程多模态生成与交互能力。,熟悉Python、PyTorch/Megatron/DeepSpeed等训练框架，有大规模预训练或数据pipeline经验；满足以下至少一项：有多模态数据挖掘/清洗/质量控制经验，或对视觉表征和多模融合策略有深入理解。优先：多模态基座研究、视觉tokenizer、图像生成模型经验或论文。,"岗位职责：
探索下一代原生多模态基础模型，研究多模态与文本深度融合、多模态数据挖掘与构建、视觉表征与tokenizer设计，以及通过强化学习激发长程多模态生成与交互能力。

任职要求：
熟悉Python、PyTorch/Megatron/DeepSpeed等训练框架，有大规模预训练或数据pipeline经验；满足以下至少一项：有多模态数据挖掘/清洗/质量控制经验，或对视觉表征和多模融合策略有深入理解。优先：多模态基座研究、视觉tokenizer、图像生成模型经验或论文。",doubao-seed-2-0-pro-260215,0,0,5,5,10,high,weak,岗位为多模态算法研究员，要求算法研发能力，候选人是AI产品经理，岗位属性完全不匹配。,"['有AI产品落地经验，懂基础Python技术', '有跨部门推进项目落地的经验']","['无多模态算法研究相关经验，岗位要求与候选人方向完全不符', '迁移成本极高，无法胜任算法研发类工作']",20
