company,source_schema,title,business_line,location,publish_date,post_url,responsibility,requirement_text,experience_text,jd_text
美团,meituan_detail_20260609,LongCat - 预训练算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4518447096&highlightType=social,探索下一代大模型训练范式，从模型结构、训练策略、数据策略和算力利用率等角度打造更强基座模型；研究高效模型结构、科学训练策略、模型结构与数据耦合、多阶段训练及MLsys联合设计。,熟悉NLP、LLM、MLsys、Optimization、OR、Control、RL等相关领域之一或多个方向；熟悉主流大模型技术和PyTorch、Megatron、DeepSpeed、vLLM、SGLang等框架。优先：开源核心贡献或高水平论文。,1年,"岗位职责：
探索下一代大模型训练范式，从模型结构、训练策略、数据策略和算力利用率等角度打造更强基座模型；研究高效模型结构、科学训练策略、模型结构与数据耦合、多阶段训练及MLsys联合设计。

任职要求：
熟悉NLP、LLM、MLsys、Optimization、OR、Control、RL等相关领域之一或多个方向；熟悉主流大模型技术和PyTorch、Megatron、DeepSpeed、vLLM、SGLang等框架。优先：开源核心贡献或高水平论文。"
美团,meituan_detail_20260609,LongCat - 多模态算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4518445342&highlightType=social,探索下一代原生多模态基础模型，研究多模态与文本深度融合、多模态数据挖掘与构建、视觉表征与tokenizer设计，以及通过强化学习激发长程多模态生成与交互能力。,熟悉Python、PyTorch/Megatron/DeepSpeed等训练框架，有大规模预训练或数据pipeline经验；满足以下至少一项：有多模态数据挖掘/清洗/质量控制经验，或对视觉表征和多模融合策略有深入理解。优先：多模态基座研究、视觉tokenizer、图像生成模型经验或论文。,1年,"岗位职责：
探索下一代原生多模态基础模型，研究多模态与文本深度融合、多模态数据挖掘与构建、视觉表征与tokenizer设计，以及通过强化学习激发长程多模态生成与交互能力。

任职要求：
熟悉Python、PyTorch/Megatron/DeepSpeed等训练框架，有大规模预训练或数据pipeline经验；满足以下至少一项：有多模态数据挖掘/清洗/质量控制经验，或对视觉表征和多模融合策略有深入理解。优先：多模态基座研究、视觉tokenizer、图像生成模型经验或论文。"
美团,meituan_detail_20260609,LongCat - 语音大模型算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3771069370&highlightType=social,负责语音识别和声纹技术研发，优化在线语音识别服务在客服、出行、美团App等业务中的准确率，并探索语音大模型和多模态前沿技术。,有扎实工程基础，熟练掌握Python或C++；具备机器学习经验基础，熟悉常见深度学习算法。优先：语音、NLP、CV背景，语音大模型、多模态相关研发经验。,1年,"岗位职责：
负责语音识别和声纹技术研发，优化在线语音识别服务在客服、出行、美团App等业务中的准确率，并探索语音大模型和多模态前沿技术。

任职要求：
有扎实工程基础，熟练掌握Python或C++；具备机器学习经验基础，熟悉常见深度学习算法。优先：语音、NLP、CV背景，语音大模型、多模态相关研发经验。"
美团,meituan_detail_20260609,LongCat大模型 - 基座 Agent 评测分析研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3604450999&highlightType=social,围绕大模型评测研究，构建科学有效的评测方案，理解大模型能力边界；重点包括通用模型的Agent能力评测、Computer Use/Code Agent/通用搜索等产品级Agent评测方案，以及长周期人机协作和Agent能力边界探索。,硕士及以上，计算机或相关专业，博士优先；在ML/NLP/RL/CV/Speech等方向有扎实研究基础，顶会论文优先；具备优秀代码和算法功底；在大模型或强化学习领域主导过影响力项目/论文优先。,2年,"岗位职责：
围绕大模型评测研究，构建科学有效的评测方案，理解大模型能力边界；重点包括通用模型的Agent能力评测、Computer Use/Code Agent/通用搜索等产品级Agent评测方案，以及长周期人机协作和Agent能力边界探索。

任职要求：
硕士及以上，计算机或相关专业，博士优先；在ML/NLP/RL/CV/Speech等方向有扎实研究基础，顶会论文优先；具备优秀代码和算法功底；在大模型或强化学习领域主导过影响力项目/论文优先。"
美团,meituan_detail_20260609,LongCat - 大模型推理 AI 工程师（多方向）,核心本地商业-基础研发平台,北京市、上海市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4479586282&highlightType=social,负责大模型推理引擎的研发和优化，包括推理系统优化、模型量化压缩和部署；开发和维护基于大规模数据的推理引擎；解决推理技术难题并开展相关技术研究。,本科及以上，3年以上软件开发经验，有推理引擎开发经验优先；熟练掌握C++、CUDA；熟悉机器学习与深度学习理论和Transformer结构优化；熟悉主流深度学习和推理框架；具备团队合作与沟通能力。,3年,"岗位职责：
负责大模型推理引擎的研发和优化，包括推理系统优化、模型量化压缩和部署；开发和维护基于大规模数据的推理引擎；解决推理技术难题并开展相关技术研究。

任职要求：
本科及以上，3年以上软件开发经验，有推理引擎开发经验优先；熟练掌握C++、CUDA；熟悉机器学习与深度学习理论和Transformer结构优化；熟悉主流深度学习和推理框架；具备团队合作与沟通能力。"
美团,meituan_detail_20260609,LongCat - 具身智能算法研究员,核心本地商业-基础研发平台,北京市、上海市、深圳市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4041386111&highlightType=social,参与具身智能大模型方向前沿算法研究，支撑感知、规划、行动与控制的数据生成、模型训练优化和评测迭代；研发VLA和真机强化学习路线，协同工程推动真机部署和Sim-to-Real。,计算机科学、机器人学、人工智能、自动化相关硕博，有1年以上相关研究经历；精通Python，熟悉C++优先，熟练掌握PyTorch；在具身智能和VLA方向有深入研究；顶会论文优先。,1年,"岗位职责：
参与具身智能大模型方向前沿算法研究，支撑感知、规划、行动与控制的数据生成、模型训练优化和评测迭代；研发VLA和真机强化学习路线，协同工程推动真机部署和Sim-to-Real。

任职要求：
计算机科学、机器人学、人工智能、自动化相关硕博，有1年以上相关研究经历；精通Python，熟悉C++优先，熟练掌握PyTorch；在具身智能和VLA方向有深入研究；顶会论文优先。"
美团,meituan_detail_20260609,LongCat - 具身图形算法工程师,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4151489050&highlightType=social,从事具身方向图形算法相关研究，包括仿真平台研发、3D AIGC资产和场景生成重建、以及具身智能场景下强化学习框架研发与新训练范式探索。,计算机科学或相关领域学士/硕士/博士；具备扎实编程能力、自驱力和快速学习能力；对人工智能、计算机图形学、机器人有相关经验；在相关顶级会议或期刊发表论文者优先。,3年,"岗位职责：
从事具身方向图形算法相关研究，包括仿真平台研发、3D AIGC资产和场景生成重建、以及具身智能场景下强化学习框架研发与新训练范式探索。

任职要求：
计算机科学或相关领域学士/硕士/博士；具备扎实编程能力、自驱力和快速学习能力；对人工智能、计算机图形学、机器人有相关经验；在相关顶级会议或期刊发表论文者优先。"
美团,meituan_detail_20260609,LongCat - Agentic Coding算法研究员,核心本地商业-基础研发平台,北京市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4517801293&highlightType=social,负责代码全链路训练，包括pretrain、midtrain、SFT、RL，提升代码生成、理解、修复能力；构建高质量Coding数据生产与评估体系；构建面向Coding的大规模RL训练体系；研究超长上下文、多文件关联和仓库级知识记忆。,具备扎实机器学习、深度学习、强化学习功底，相关专业硕士/博士优先；动手能力强，熟练掌握Python；在顶级会议发表论文或高质量开源项目有贡献优先；对大模型训练、推理和Agent执行复杂问题有热情。,1年,"岗位职责：
负责代码全链路训练，包括pretrain、midtrain、SFT、RL，提升代码生成、理解、修复能力；构建高质量Coding数据生产与评估体系；构建面向Coding的大规模RL训练体系；研究超长上下文、多文件关联和仓库级知识记忆。

任职要求：
具备扎实机器学习、深度学习、强化学习功底，相关专业硕士/博士优先；动手能力强，熟练掌握Python；在顶级会议发表论文或高质量开源项目有贡献优先；对大模型训练、推理和Agent执行复杂问题有热情。"
美团,meituan_detail_20260609,LongCat大模型 - Agent 评测产品经理（欢迎算法/工程转型）,核心本地商业-基础研发平台,北京市、上海市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4301295312&highlightType=social,围绕OpenClaw、Claude Code等主流Agent框架设计长程任务场景评测体系；设计Coding和数据分析等生产力场景的端到端评测流程，搭建自动化数据生产与Rubrics pipeline；建立评测-归因-策略建议-效果验证的闭环；持续跟踪前沿Agent框架并适配评测策略。,本科及以上，1年以上大模型评测或智能体应用落地相关经验；关注评测方案科学性和新范式，对Claude Code/OpenClaw等工具链演进保持敏感；具备数据归因分析、沟通协作和资源管理能力。优先：计算机背景、理解大模型/Agent机制、工作中能熟练用AI提效。,3年,"岗位职责：
围绕OpenClaw、Claude Code等主流Agent框架设计长程任务场景评测体系；设计Coding和数据分析等生产力场景的端到端评测流程，搭建自动化数据生产与Rubrics pipeline；建立评测-归因-策略建议-效果验证的闭环；持续跟踪前沿Agent框架并适配评测策略。

任职要求：
本科及以上，1年以上大模型评测或智能体应用落地相关经验；关注评测方案科学性和新范式，对Claude Code/OpenClaw等工具链演进保持敏感；具备数据归因分析、沟通协作和资源管理能力。优先：计算机背景、理解大模型/Agent机制、工作中能熟练用AI提效。"
美团,meituan_detail_20260609,LongCat - 数据策略与数据科学算法研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4517224406&highlightType=social,聚焦大规模预训练数据的理解、筛选、配比、合成与系统化迭代，建立数据分布、训练动态与模型能力之间的可解释映射；研究数据价值建模、动态配比、合成数据、训练闭环以及污染/偏差/隐私等风险缓解。,熟悉Python和PyTorch等框架，具备机器学习、深度学习、概率统计和算法基础；熟悉大语言模型或多模态基础模型训练流程；对预训练数据清洗、去重、污染检测、质量评估、覆盖度建模等有系统性理解；具备优秀实验设计和分析能力。,1年,"岗位职责：
聚焦大规模预训练数据的理解、筛选、配比、合成与系统化迭代，建立数据分布、训练动态与模型能力之间的可解释映射；研究数据价值建模、动态配比、合成数据、训练闭环以及污染/偏差/隐私等风险缓解。

任职要求：
熟悉Python和PyTorch等框架，具备机器学习、深度学习、概率统计和算法基础；熟悉大语言模型或多模态基础模型训练流程；对预训练数据清洗、去重、污染检测、质量评估、覆盖度建模等有系统性理解；具备优秀实验设计和分析能力。"
美团,meituan_detail_20260609,LongCat大模型 - 基座agent评测分析研究员（生产力方向）,核心本地商业-基础研发平台,北京市、上海市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4381199673&highlightType=social,负责围绕AI大模型算法的认知分析研究，深度参与通用生产力在Claude Code/OpenClaw等场景下的基座模型能力优化迭代；设计长路径、多步骤交互任务集，探索Agent在复杂任务中的能力边界和前沿评测范式。,硕士及以上，计算机、数学或相关专业；熟悉Java/Python/C++，具备良好编码习惯和工程能力；具有机器学习、深度学习、NLP、多模态或大模型基础；具备工匠精神、沟通合作意识和解决问题能力。优先：AI前沿敏感度、Agent框架使用经验。,不限,"岗位职责：
负责围绕AI大模型算法的认知分析研究，深度参与通用生产力在Claude Code/OpenClaw等场景下的基座模型能力优化迭代；设计长路径、多步骤交互任务集，探索Agent在复杂任务中的能力边界和前沿评测范式。

任职要求：
硕士及以上，计算机、数学或相关专业；熟悉Java/Python/C++，具备良好编码习惯和工程能力；具有机器学习、深度学习、NLP、多模态或大模型基础；具备工匠精神、沟通合作意识和解决问题能力。优先：AI前沿敏感度、Agent框架使用经验。"
美团,meituan_detail_20260609,LongCat大模型 - 多模及具身基座大模型评测研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3848257556&highlightType=social,负责多模态大模型在全模态生成与理解、具身智能和GUI Agent等方向的模型能力分析和训练策略优化，研究训练数据、训练策略和模型能力关系，产出评测方案和训练策略。,硕士及以上，计算机、数学、统计学或相关专业；熟悉Python/C++，具备工程能力；具有深度学习和大模型原理基础，且在多模态大模型或具身智能之一有研究经验；沟通协作和问题解决能力强。优先：顶会论文、具身实践、全模态统一生成理解经验。,1年,"岗位职责：
负责多模态大模型在全模态生成与理解、具身智能和GUI Agent等方向的模型能力分析和训练策略优化，研究训练数据、训练策略和模型能力关系，产出评测方案和训练策略。

任职要求：
硕士及以上，计算机、数学、统计学或相关专业；熟悉Python/C++，具备工程能力；具有深度学习和大模型原理基础，且在多模态大模型或具身智能之一有研究经验；沟通协作和问题解决能力强。优先：顶会论文、具身实践、全模态统一生成理解经验。"
美团,meituan_detail_20260609,LongCat大模型 - 大模型评测平台产品经理,核心本地商业-基础研发平台,北京市、上海市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3506281745&highlightType=social,主导评测平台核心功能迭代，包括训练过程追踪、评测集数据管理、实验自动化、多维报表系统和动态评测榜单；跟进大模型能力迭代，提升评测科学性和稳定性监控；优化评测数据建设、实验和结果追踪流程，提升实验人效。,具备强产品思维与用户洞察力，能够将需求转化为高可用功能；精通数据分析，能通过指标定位系统瓶颈；熟悉大模型评测关键技术栈和主流评测框架；具备出色跨团队协作和敏捷项目管理能力。优先：大模型评测平台经验、一定开发基础、主导算法与产品协同项目经验。,3年,"岗位职责：
主导评测平台核心功能迭代，包括训练过程追踪、评测集数据管理、实验自动化、多维报表系统和动态评测榜单；跟进大模型能力迭代，提升评测科学性和稳定性监控；优化评测数据建设、实验和结果追踪流程，提升实验人效。

任职要求：
具备强产品思维与用户洞察力，能够将需求转化为高可用功能；精通数据分析，能通过指标定位系统瓶颈；熟悉大模型评测关键技术栈和主流评测框架；具备出色跨团队协作和敏捷项目管理能力。优先：大模型评测平台经验、一定开发基础、主导算法与产品协同项目经验。"
美团,meituan_detail_20260609,LongCat - 多模态交互算法研究员,核心本地商业-基础研发平台,北京市、上海市、深圳市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3139280187&highlightType=social,研究多模态实时表征、统一模型结构与训练策略、实时交互核心算法，以及交互式思考模型和流式工具调用等下一代交互范式，逼近全模态统一智能。,计算机、人工智能等相关专业硕士/博士；具备扎实视觉、语音与深度学习理论基础；深入理解VLM、Audio LLM等至少一项前沿技术；精通PyTorch并有大规模分布式训练经验；顶级会议论文优先。,1年,"岗位职责：
研究多模态实时表征、统一模型结构与训练策略、实时交互核心算法，以及交互式思考模型和流式工具调用等下一代交互范式，逼近全模态统一智能。

任职要求：
计算机、人工智能等相关专业硕士/博士；具备扎实视觉、语音与深度学习理论基础；深入理解VLM、Audio LLM等至少一项前沿技术；精通PyTorch并有大规模分布式训练经验；顶级会议论文优先。"
美团,meituan_detail_20260609,LongCat大模型 - 基座大模型评测分析研究员,核心本地商业-基础研发平台,上海市、北京市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=3057805095&highlightType=social,负责围绕AI大模型的模型评测与模型研究，分析模型异常与效果问题，构建Data-Centric的数据-训练-评测闭环，研究数据配比与时机对效果的影响，深度参与预训练、SFT、RLHF和评测阶段。,硕士及以上，计算机、数学、统计学或相关专业；熟悉Java/Python/C++，具备良好编码习惯和工程能力；具有较强算法研究经验，熟练掌握NLP、多模态或大模型相关算法；综合素质、沟通和复杂问题解决能力强。优先：顶会论文、AI开发或研究经验、大模型深入使用经验。,2年,"岗位职责：
负责围绕AI大模型的模型评测与模型研究，分析模型异常与效果问题，构建Data-Centric的数据-训练-评测闭环，研究数据配比与时机对效果的影响，深度参与预训练、SFT、RLHF和评测阶段。

任职要求：
硕士及以上，计算机、数学、统计学或相关专业；熟悉Java/Python/C++，具备良好编码习惯和工程能力；具有较强算法研究经验，熟练掌握NLP、多模态或大模型相关算法；综合素质、沟通和复杂问题解决能力强。优先：顶会论文、AI开发或研究经验、大模型深入使用经验。"
美团,meituan_detail_20260609,LongCat - 大模型训练 AI 工程师（多方向）,核心本地商业-基础研发平台,北京市、上海市,2026-05-29,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4480704667&highlightType=social,覆盖文本/多模态预训练、强化学习框架、异构算力适配和高性能内核四个方向，负责分布式训练系统、在线RL训练系统、多种异构算力验证适配以及高性能kernel定制开发。,计算机、电子工程、数学等相关专业硕士及以上；3年以上大模型训练/推理/分布式系统开发经验；熟悉PyTorch/Megatron-LM/DeepSpeed等框架内部实现；熟悉分布式并行策略或高性能算子开发；具备扎实C++/Python/CUDA能力和10B+模型训练经验。,3年,"岗位职责：
覆盖文本/多模态预训练、强化学习框架、异构算力适配和高性能内核四个方向，负责分布式训练系统、在线RL训练系统、多种异构算力验证适配以及高性能kernel定制开发。

任职要求：
计算机、电子工程、数学等相关专业硕士及以上；3年以上大模型训练/推理/分布式系统开发经验；熟悉PyTorch/Megatron-LM/DeepSpeed等框架内部实现；熟悉分布式并行策略或高性能算子开发；具备扎实C++/Python/CUDA能力和10B+模型训练经验。"
美团,meituan_detail_20260609,LongCat - 大模型自进化与自动化研究智能体研究员,核心本地商业-基础研发平台,北京市、上海市,2026-05-28,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4491091941&highlightType=social,研发下一代自动化研究智能体系统，构建从问题发现、假设生成、实验执行到结果验证、经验沉淀和策略迭代的自进化闭环；重点覆盖自动化研究环境、长程上下文与记忆、reward设计、评测体系和策略库复用。,扎实算法功底，熟悉NLP和机器学习，对大模型和AGI有热情；熟悉Python/Java等编程语言，动手能力强；熟悉PyTorch/Megtron/Huggingface/Triton/vLLM/SGLang等框架并有项目经验；顶会论文、开源项目或权威评测名次优先。优先：模型研发全链路、Coding Agent/AI scientist/Deep Research/长期记忆系统经验。,不限,"岗位职责：
研发下一代自动化研究智能体系统，构建从问题发现、假设生成、实验执行到结果验证、经验沉淀和策略迭代的自进化闭环；重点覆盖自动化研究环境、长程上下文与记忆、reward设计、评测体系和策略库复用。

任职要求：
扎实算法功底，熟悉NLP和机器学习，对大模型和AGI有热情；熟悉Python/Java等编程语言，动手能力强；熟悉PyTorch/Megtron/Huggingface/Triton/vLLM/SGLang等框架并有项目经验；顶会论文、开源项目或权威评测名次优先。优先：模型研发全链路、Coding Agent/AI scientist/Deep Research/长期记忆系统经验。"
