company,search_key,source_domain,job_id,title,business_line,department,project,category_name,category_type,batch_name,location,publish_date,publish_date_source,raw_publish_time,raw_modify_time,post_url,responsibility,requirement_text,experience_text,jd_text,circle_names,status,source_file
"千问","产品经理","https://talent.quark.cn","100008180002","千问事业部-千问/夸克-语音AI产品经理-杭州/北京","产品类-用户型","","","","","","北京 / 杭州","2026-05-07","publishTime","1778151166000","1778151166000","https://talent.quark.cn/off-campus/position-detail?positionId=100008180002&track_id=SSP1780969974577wdJyIMgyAY6972","● 语音核心体验提升
负责语音基础能力在产品内的体验升级（语音输入、播报、搜索、实时通话等），定制优化策略，推动语音功能使用率、留存、转化的数据指标提升，推动产品内用户语音心智建立

● 语音交互产品功能优化
负责语音交互相关的产品功能设计和落地，深入挖掘用户需求，设计产品方案和优化策略，驱动产品迭代；能独立提出需求并推动产品和研发落地，确保体验和指标提升。

● 推动语音模型效果提升
负责 ASR、TTS、E2E、多模态模型的用户侧效果验证机制搭建，与算法团队合作，结合产品需求，拆解合理的算法评价指标，搭建评测体系，推动算法快速迭代","基本要求：
1、本科及以上学历，专业不限（计算机、电子、心理学、认知科学、人机交互优先）；
2、3-7年AI产品经验（有独立项目落地能力）
3、逻辑清晰、表达能力强，具备良好的跨团队沟通能力与推动力，可与产品、研发、算法高效协作，有复杂项目协同和推进落地力能力；
4、对 AI、语音交互、多模态交互、智能产品有热情；

加分项：
1、有语音相关产品/大模型方向实习经验；
2、有 ASR、TTS 、LLM或多模态端到端模型产品经验 ；
3、有亮点产品或项目落地经验；
4、对声音敏感，有审美能力","[object Object]","岗位职责：
● 语音核心体验提升
负责语音基础能力在产品内的体验升级（语音输入、播报、搜索、实时通话等），定制优化策略，推动语音功能使用率、留存、转化的数据指标提升，推动产品内用户语音心智建立

● 语音交互产品功能优化
负责语音交互相关的产品功能设计和落地，深入挖掘用户需求，设计产品方案和优化策略，驱动产品迭代；能独立提出需求并推动产品和研发落地，确保体验和指标提升。

● 推动语音模型效果提升
负责 ASR、TTS、E2E、多模态模型的用户侧效果验证机制搭建，与算法团队合作，结合产品需求，拆解合理的算法评价指标，搭建评测体系，推动算法快速迭代

任职要求：
基本要求：
1、本科及以上学历，专业不限（计算机、电子、心理学、认知科学、人机交互优先）；
2、3-7年AI产品经验（有独立项目落地能力）
3、逻辑清晰、表达能力强，具备良好的跨团队沟通能力与推动力，可与产品、研发、算法高效协作，有复杂项目协同和推进落地力能力；
4、对 AI、语音交互、多模态交互、智能产品有热情；

加分项：
1、有语音相关产品/大模型方向实习经验；
2、有 ASR、TTS 、LLM或多模态端到端模型产品经验 ；
3、有亮点产品或项目落地经验；
4、对声音敏感，有审美能力","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","100010900011","千问事业部-AI 产品经理 - 千问语音Agent-北京/杭州","产品类-用户型","","","","","","北京 / 杭州","2026-05-25","publishTime","1779703527000","1779703527000","https://talent.quark.cn/off-campus/position-detail?positionId=100010900011&track_id=SSP1780969974577XkMqbNJhjS4293","负责千问语音/视频助手
职位需求
1、语音助手优化：负责千问语音场景的需求定义和产品优化。
2、视频助手优化：负责千问视频场景的需求定义和产品优化。
3、生活服务语音助手：对接淘宝闪购、淘宝、高德等集团核心业务，从“能对话”到“会办事”，打造行业领先的语音 AI 生活服务链路。
4、协调资源和推进落地：拆解业务线条，协调工程、算法、设计及各业务方资源，支撑业务目标的达成。","1、有好奇心，对大模型技术和产品有好奇心，喜欢探索新业务，做探索型产品。
2、推动能力好，面对跨部门协作的复杂环境，能够凭专业性和韧性拿结果，不仅能发现问题，更能搞定资源解决问题。
3、本科以上学历，1-5 年互联网产品经验，负责过独立完整业务者、有大模型效果优化经验或应用大模型独立手搓项目者优先。
4、无需大模型语音/视频生成业务背景。","[object Object]","岗位职责：
负责千问语音/视频助手
职位需求
1、语音助手优化：负责千问语音场景的需求定义和产品优化。
2、视频助手优化：负责千问视频场景的需求定义和产品优化。
3、生活服务语音助手：对接淘宝闪购、淘宝、高德等集团核心业务，从“能对话”到“会办事”，打造行业领先的语音 AI 生活服务链路。
4、协调资源和推进落地：拆解业务线条，协调工程、算法、设计及各业务方资源，支撑业务目标的达成。

任职要求：
1、有好奇心，对大模型技术和产品有好奇心，喜欢探索新业务，做探索型产品。
2、推动能力好，面对跨部门协作的复杂环境，能够凭专业性和韧性拿结果，不仅能发现问题，更能搞定资源解决问题。
3、本科以上学历，1-5 年互联网产品经验，负责过独立完整业务者、有大模型效果优化经验或应用大模型独立手搓项目者优先。
4、无需大模型语音/视频生成业务背景。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","100008760022","千问事业部-千问C端主对话产品经理-北京/杭州","产品类-用户型","","","","","","北京 / 杭州","2026-05-18","publishTime","1779094090000","1779094090000","https://talent.quark.cn/off-campus/position-detail?positionId=100008760022&track_id=SSP1780969974577JeFacdJVWd9826","1、负责千问主对话的整体规划、交互体验与主模型策略迭代。结合大模型能力演进与用户核心需求，制定清晰的产品发展路线图与策略方案，对端到端效果负责；
2、深入挖掘用户在问答、聊天、多轮对话、复杂意图表达等核心场景中的痛点，结合 LLM、Memory 与 Agent 能力，持续优化主对话体验；
3、对 AI 助手长期演进方向有稳定认知与判断，持续追踪行业动态与竞争对手产品策略，结合自身产品定位输出有竞争力的产品方案；
4、主导跨团队协作，联动算法、UED、研发、测试等多团队，主导主对话从产品设计、方案落地到效果评估的完整闭环，通过数据分析与用户反馈推动持续迭代。","1、3年以上互联网产品经验，熟悉产品全流程，能够独立推动复杂业务场景下的产品规划与实施落地，具备 AI对话产品相关设计经验者优先；
2、对大模型、智能体（Agent）、多模态交互等前沿AI技术有一定理解与应用经验，能够结合趋势探索用户体验的新边界；
3、对用户体验有敏锐的洞察力，能够从用户需求出发，设计出具有良好用户体验的产品功能和界面；
4、较强的ownership能力和拿结果能力，跨团队协同能力强，能够在快速变化的AI技术环境中高效推进产品落地。","[object Object]","岗位职责：
1、负责千问主对话的整体规划、交互体验与主模型策略迭代。结合大模型能力演进与用户核心需求，制定清晰的产品发展路线图与策略方案，对端到端效果负责；
2、深入挖掘用户在问答、聊天、多轮对话、复杂意图表达等核心场景中的痛点，结合 LLM、Memory 与 Agent 能力，持续优化主对话体验；
3、对 AI 助手长期演进方向有稳定认知与判断，持续追踪行业动态与竞争对手产品策略，结合自身产品定位输出有竞争力的产品方案；
4、主导跨团队协作，联动算法、UED、研发、测试等多团队，主导主对话从产品设计、方案落地到效果评估的完整闭环，通过数据分析与用户反馈推动持续迭代。

任职要求：
1、3年以上互联网产品经验，熟悉产品全流程，能够独立推动复杂业务场景下的产品规划与实施落地，具备 AI对话产品相关设计经验者优先；
2、对大模型、智能体（Agent）、多模态交互等前沿AI技术有一定理解与应用经验，能够结合趋势探索用户体验的新边界；
3、对用户体验有敏锐的洞察力，能够从用户需求出发，设计出具有良好用户体验的产品功能和界面；
4、较强的ownership能力和拿结果能力，跨团队协同能力强，能够在快速变化的AI技术环境中高效推进产品落地。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","100010200011","千问事业部-AI策略产品经理-图像/视频创作方向","产品类-用户型","","","","","","北京","2026-06-01","publishTime","1780284690000","1780284691000","https://talent.quark.cn/off-campus/position-detail?positionId=100010200011&track_id=SSP1780969974577LxsochSvhK6344","1. 负责千问图像/视频生成方向的策略（应用策略/评估/训练数据策略），推动模型效果持续提升。
2. 通过真实用户数据分析、AB 实验与用户反馈的结合，挖掘用户需求和问题，结合当前模型能力，利用产品策略放大模型效果，快速提升体验与关键指标。
3. 构建面向真实应用场景的模型与产品评测体系。对模型效果进行系统性分析，定位问题，支撑策略与训练决策。
4. 基于业务目标，制定针对性的模型训练数据策略。主导高质量数据生产全流程（采买/构造/清洗），协同算法团队验证训练效果。","1. 2年以上AI产品/策略产品/数据分析经验，有图像/视频/多模态模型优化经验优先。
2. 对图像/视频生成模型有基本理解，对 AI 产品有热情，关注行业前沿，能持续自我迭代。
3. 对用户需求敏感，具备优秀的逻辑思维、分析与抽象能力，能从复杂现象中拆解问题并形成可执行结论。
4. 具备良好的跨团队沟通与推动能力，能在不确定性中推进复杂问题。","[object Object]","岗位职责：
1. 负责千问图像/视频生成方向的策略（应用策略/评估/训练数据策略），推动模型效果持续提升。
2. 通过真实用户数据分析、AB 实验与用户反馈的结合，挖掘用户需求和问题，结合当前模型能力，利用产品策略放大模型效果，快速提升体验与关键指标。
3. 构建面向真实应用场景的模型与产品评测体系。对模型效果进行系统性分析，定位问题，支撑策略与训练决策。
4. 基于业务目标，制定针对性的模型训练数据策略。主导高质量数据生产全流程（采买/构造/清洗），协同算法团队验证训练效果。

任职要求：
1. 2年以上AI产品/策略产品/数据分析经验，有图像/视频/多模态模型优化经验优先。
2. 对图像/视频生成模型有基本理解，对 AI 产品有热情，关注行业前沿，能持续自我迭代。
3. 对用户需求敏感，具备优秀的逻辑思维、分析与抽象能力，能从复杂现象中拆解问题并形成可执行结论。
4. 具备良好的跨团队沟通与推动能力，能在不确定性中推进复杂问题。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","7000003907","千问事业部-夸克主端产品经理-广州、北京","产品类-用户型","","","","","","北京 / 广州","2025-12-15","publishTime","1765796457000","1776171962000","https://talent.quark.cn/off-campus/position-detail?positionId=7000003907&track_id=SSP1780969974577SEgfeMzGKr3911","1、负责夸克用户平台相关产品的规划与设计，包括不限于PC、移动、平板端，结合夸克整体业务战略、AI发展方向及用户需求，进行产品架构设计与方案制定；
2、深入理解用户体验，对AI驱动的浏览器体验、智能交互与多模态检索有独到思考，能基于用户痛点提出创新解决方案，并通过前沿AI技术迭代持续优化体验；
3、负责产品的全生命周期管理，制定清晰的产品发展路线图与上线节奏，确保核心功能快速迭代、稳定落地；
4、跨团队沟通协作，与业务、技术、AI研究、UED及国际合作团队紧密配合，推动多语言、多场景下的产品落地与全球化适配。","1、3年以上互联网产品经验，熟悉产品全流程，能够独立推动复杂业务场景下的产品规划与实施落地；具备 AI浏览器、工具类产品、AI驱动产品 相关设计经验者优先；
2、对大模型、智能体（Agent）、AI搜索与推荐、多模态交互等前沿AI技术有一定理解与应用经验，能够结合趋势探索用户体验的新边界；
3、具备全球化视角，熟悉国内外AI趋势发展，有较好的英文基础，对不同文化和市场的用户体验差异有敏感度
4、逻辑思维清晰，善于抽象和简化复杂问题，能够通过数据分析与实验驱动不断优化产品；
5、有强烈的自我驱动力和目标导向，兼具创新力与执行力，能够在快速变化的AI技术环境中高效推进产品落地；","[object Object]","岗位职责：
1、负责夸克用户平台相关产品的规划与设计，包括不限于PC、移动、平板端，结合夸克整体业务战略、AI发展方向及用户需求，进行产品架构设计与方案制定；
2、深入理解用户体验，对AI驱动的浏览器体验、智能交互与多模态检索有独到思考，能基于用户痛点提出创新解决方案，并通过前沿AI技术迭代持续优化体验；
3、负责产品的全生命周期管理，制定清晰的产品发展路线图与上线节奏，确保核心功能快速迭代、稳定落地；
4、跨团队沟通协作，与业务、技术、AI研究、UED及国际合作团队紧密配合，推动多语言、多场景下的产品落地与全球化适配。

任职要求：
1、3年以上互联网产品经验，熟悉产品全流程，能够独立推动复杂业务场景下的产品规划与实施落地；具备 AI浏览器、工具类产品、AI驱动产品 相关设计经验者优先；
2、对大模型、智能体（Agent）、AI搜索与推荐、多模态交互等前沿AI技术有一定理解与应用经验，能够结合趋势探索用户体验的新边界；
3、具备全球化视角，熟悉国内外AI趋势发展，有较好的英文基础，对不同文化和市场的用户体验差异有敏感度
4、逻辑思维清晰，善于抽象和简化复杂问题，能够通过数据分析与实验驱动不断优化产品；
5、有强烈的自我驱动力和目标导向，兼具创新力与执行力，能够在快速变化的AI技术环境中高效推进产品落地；","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","7000025002","千问事业部-AI产品经理-杭州","产品类-平台型","","","","","","杭州","2026-05-19","publishTime","1779158113000","1779158113000","https://talent.quark.cn/off-campus/position-detail?positionId=7000025002&track_id=SSP1780969974577dOVKoYalqF9052","1、​负责AI驱动的用户产品的规划与设计，重点关注用户在家庭、生活场景中的需求，设计智能化、场景化的AI产品解决方案；
2、​通过用户调研、行为数据分析等方式，深入理解用户在AI产品使用中的痛点和需求，并将其转化为产品功能与体验优化点；
​3、与AI算法、工程团队紧密合作，推动AI技术在用户产品中的落地，包括但不限于自然语言处理、语音交互、图像识别等领域；
4、​关注AI产品的交互体验与用户反馈，持续优化产品设计，提升用户满意度和产品易用性；
​5、跟踪AI用户产品领域的行业动态，分析竞品及市场趋势，为产品策略提供数据支持与创新方向。","1、本科及以上学历，计算机科学、人工智能、用户体验设计等相关专业优先；
2、熟悉大模型在用户产品中的应用，了解Agent产品的开发流程与技术框架，具备3年以上相关工作经验；
3、具备强烈的用户思维，能够从用户角度出发，设计符合用户需求的AI产品，对用户体验有深刻理解；
4、具备完整的产品规划与设计能力，能够独立完成从需求分析到产品落地的全流程工作，熟悉敏捷开发流程；
​5、对AI技术（如自然语言处理、语音交互、大模型应用等）有基本的了解，能够与技术团队高效沟通，推动技术落地；
6、具备优秀的沟通与协作能力，能够高效推动跨部门合作，确保项目顺利推进；
​7、对AI用户产品领域有敏锐的洞察力，具备创新意识，能够提出具有前瞻性的产品解决方案。
加分项：
1、熟悉智能语音助手、智能家居或其他AI相关产品；
2、具备数据分析能力，能够通过数据驱动产品优化。","[object Object]","岗位职责：
1、​负责AI驱动的用户产品的规划与设计，重点关注用户在家庭、生活场景中的需求，设计智能化、场景化的AI产品解决方案；
2、​通过用户调研、行为数据分析等方式，深入理解用户在AI产品使用中的痛点和需求，并将其转化为产品功能与体验优化点；
​3、与AI算法、工程团队紧密合作，推动AI技术在用户产品中的落地，包括但不限于自然语言处理、语音交互、图像识别等领域；
4、​关注AI产品的交互体验与用户反馈，持续优化产品设计，提升用户满意度和产品易用性；
​5、跟踪AI用户产品领域的行业动态，分析竞品及市场趋势，为产品策略提供数据支持与创新方向。

任职要求：
1、本科及以上学历，计算机科学、人工智能、用户体验设计等相关专业优先；
2、熟悉大模型在用户产品中的应用，了解Agent产品的开发流程与技术框架，具备3年以上相关工作经验；
3、具备强烈的用户思维，能够从用户角度出发，设计符合用户需求的AI产品，对用户体验有深刻理解；
4、具备完整的产品规划与设计能力，能够独立完成从需求分析到产品落地的全流程工作，熟悉敏捷开发流程；
​5、对AI技术（如自然语言处理、语音交互、大模型应用等）有基本的了解，能够与技术团队高效沟通，推动技术落地；
6、具备优秀的沟通与协作能力，能够高效推动跨部门合作，确保项目顺利推进；
​7、对AI用户产品领域有敏锐的洞察力，具备创新意识，能够提出具有前瞻性的产品解决方案。
加分项：
1、熟悉智能语音助手、智能家居或其他AI相关产品；
2、具备数据分析能力，能够通过数据驱动产品优化。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","100015480001","千问事业部-AI 商业化产品经理（全域营销业务）-北京","产品类-商业型","","","","","","北京","2026-06-03","publishTime","1780466728000","1780466728000","https://talent.quark.cn/off-campus/position-detail?positionId=100015480001&track_id=SSP1780969974577DrPrSMPjJt3099","1.负责以Agent为核心的AI Native营销系统的产品建设，基于AI Native理念，结合业务与技术可行性，深度参与AI 营销agent的设计与迭代，例如围绕提案洞察、创意内容生产、广告投放、智能结案等建设营销agent能力
2.理解大模型（LLM、多模态、Agent等）的能力，与算法、工程紧密合作，参与Prompt设计、Agent流程设计、skills设计、工具调用链路设计，将大模型能力落地为用户可用的场景和功能
3.运用AI coding工具辅助工作，优化流程，探索AI在产品设计等的创新应用
4.持续跟进AI前沿动态，并尝试挖掘创新产品机会","1.统招全日制本科及以上，计算机、AI等相关专业优先，2年以上AI产品经验，熟悉广告营销的业务流程，有AI商业化产品或AI营销agent产品经验优先。
2.熟悉大模型基本原理（Prompt，Function call，agent，skill等），熟练使用至少1种AI coding工具，能辅助提升工作效率
3.有探索欲，对AI新产品高度敏感，了解国内外行业动态
4.思维活跃，有好奇心和强责任心
加分项： 
1.有广告营销agent系统经验、达人营销系统经验优先；2.有AI Native产品完整项目经验，深度使用过claude code、codex等，或有技术功底者/有基础编码能力者优先；有AI相关创业经验者优先","[object Object]","岗位职责：
1.负责以Agent为核心的AI Native营销系统的产品建设，基于AI Native理念，结合业务与技术可行性，深度参与AI 营销agent的设计与迭代，例如围绕提案洞察、创意内容生产、广告投放、智能结案等建设营销agent能力
2.理解大模型（LLM、多模态、Agent等）的能力，与算法、工程紧密合作，参与Prompt设计、Agent流程设计、skills设计、工具调用链路设计，将大模型能力落地为用户可用的场景和功能
3.运用AI coding工具辅助工作，优化流程，探索AI在产品设计等的创新应用
4.持续跟进AI前沿动态，并尝试挖掘创新产品机会

任职要求：
1.统招全日制本科及以上，计算机、AI等相关专业优先，2年以上AI产品经验，熟悉广告营销的业务流程，有AI商业化产品或AI营销agent产品经验优先。
2.熟悉大模型基本原理（Prompt，Function call，agent，skill等），熟练使用至少1种AI coding工具，能辅助提升工作效率
3.有探索欲，对AI新产品高度敏感，了解国内外行业动态
4.思维活跃，有好奇心和强责任心
加分项： 
1.有广告营销agent系统经验、达人营销系统经验优先；2.有AI Native产品完整项目经验，深度使用过claude code、codex等，或有技术功底者/有基础编码能力者优先；有AI相关创业经验者优先","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","100010320013","千问事业部-广告产品经理(超级汇川)-北京","产品类-商业型","","","","","","北京","2026-05-27","publishTime","1779874904000","1779874904000","https://talent.quark.cn/off-campus/position-detail?positionId=100010320013&track_id=SSP1780969974577awTiLlJHOO5697","1、负责AI驱动的智能营销平台与广告策略产品设计，以客户效果为核心目标，通过数据驱动+AI模型优化流量分发、竞价机制与投放策略，持续提升ROI与平台变现效率。
2、结合用户行为、广告主需求与平台生态数据，挖掘新的增长场景，推动产品创新与平台收益增长。
3、 主动追踪生成式AI、大模型、Agent等前沿技术在广告领域的应用趋势，探索AI原生广告产品形态的迭代。","1、具有3年及以上的互联网工作经验，了解竞价广告的基本逻辑；
2、 对媒体或广告平台有比较深入的了解，具有SSP、DSP、ADX平台经验，且熟悉DMP相关经验者优先；
3、 具备良好的逻辑思维能力，在数据分析、判断和决策方面有自己的方法论和见解；
4、 具备较强的沟通和学历能力，对前沿 AI 新方向有关注；","[object Object]","岗位职责：
1、负责AI驱动的智能营销平台与广告策略产品设计，以客户效果为核心目标，通过数据驱动+AI模型优化流量分发、竞价机制与投放策略，持续提升ROI与平台变现效率。
2、结合用户行为、广告主需求与平台生态数据，挖掘新的增长场景，推动产品创新与平台收益增长。
3、 主动追踪生成式AI、大模型、Agent等前沿技术在广告领域的应用趋势，探索AI原生广告产品形态的迭代。

任职要求：
1、具有3年及以上的互联网工作经验，了解竞价广告的基本逻辑；
2、 对媒体或广告平台有比较深入的了解，具有SSP、DSP、ADX平台经验，且熟悉DMP相关经验者优先；
3、 具备良好的逻辑思维能力，在数据分析、判断和决策方面有自己的方法论和见解；
4、 具备较强的沟通和学历能力，对前沿 AI 新方向有关注；","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","100010280018","千问事业部-AI智投产品经理（超级汇川）-北京","产品类-商业型","","","","","","北京","2026-05-27","publishTime","1779882893000","1779882893000","https://talent.quark.cn/off-campus/position-detail?positionId=100010280018&track_id=SSP1780969974577VrJWrhhOCS8684","1、根据超级汇川的客户需求、代理需求、产品规划等建设投放产品；
2、重点建设以agent实现为主的客户级投放的AI诊断分析及优化（掉量/超成本/不起量）、AI盯盘与建议等产品；agent通过知识库理解客户的业务维度、目标等，并基于此具备AI理解客户需求、拆解与分析并执行的能力；
3、建设商品广告、一键起量等平台与策略产品，持续提升平台系统效率，为客户或AI在效果与起量方面提供工具抓手；
4、管理产品生命周期和推进节奏，撰写产品需求及相关文档，并与设计、技术、测试团队配合，高效率、高质量地完成阶段性项目；","1、3年以上广告方向产品经验，有广告投放平台、智能投放等相关背景者优先；
2、熟悉主流广告投放逻辑（智能出价、智能定向、投放链路与效果优化等）及效果衡量体系；
3、具备扎实的数据分析能力，能熟练使用SQL进行数据探查与效果评估；
4、对LLM、agent有深入理解及实战经验，能与算法工程师高效沟通agent相关需求及结果评估等；
5、逻辑清晰、结果导向，具备较强的跨团队协作能力和复杂问题拆解能力；
6、本科及以上学历，计算机、数学、统计、市场营销或相关专业优先。
7、有代理侧投放优化的经验优先。","[object Object]","岗位职责：
1、根据超级汇川的客户需求、代理需求、产品规划等建设投放产品；
2、重点建设以agent实现为主的客户级投放的AI诊断分析及优化（掉量/超成本/不起量）、AI盯盘与建议等产品；agent通过知识库理解客户的业务维度、目标等，并基于此具备AI理解客户需求、拆解与分析并执行的能力；
3、建设商品广告、一键起量等平台与策略产品，持续提升平台系统效率，为客户或AI在效果与起量方面提供工具抓手；
4、管理产品生命周期和推进节奏，撰写产品需求及相关文档，并与设计、技术、测试团队配合，高效率、高质量地完成阶段性项目；

任职要求：
1、3年以上广告方向产品经验，有广告投放平台、智能投放等相关背景者优先；
2、熟悉主流广告投放逻辑（智能出价、智能定向、投放链路与效果优化等）及效果衡量体系；
3、具备扎实的数据分析能力，能熟练使用SQL进行数据探查与效果评估；
4、对LLM、agent有深入理解及实战经验，能与算法工程师高效沟通agent相关需求及结果评估等；
5、逻辑清晰、结果导向，具备较强的跨团队协作能力和复杂问题拆解能力；
6、本科及以上学历，计算机、数学、统计、市场营销或相关专业优先。
7、有代理侧投放优化的经验优先。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","100012780005","千问事业部-用户产品经理-书旗小说APP","产品类-用户型","","","","","","北京","2026-06-08","publishTime","1780898570000","1780898570000","https://talent.quark.cn/off-campus/position-detail?positionId=100012780005&track_id=SSP1780969974577iBWmCcwnJK1505","1、用户增长：负责书旗小说 APP 的拉新获客与新用户承接，通过玩法设计与路径优化，持续提升新用户转化率 
2、留存与消费：负责阅读核心链路的体验优化与策略迭代，通过产品功能设计与用户运营体系，提升用户活跃度与内容消费时长 
3、AI重塑用户体验：探索AI在端内用户消费核心链路和内容生态中的应用，借助AI打造差异化用户消费体验并推动内容生态健康发展","任职要求
1、3年以上互联网用户产品相关工作经验，能自己做数据分析、用户研究、实验设计
2、有完整的用户留存/体验优化项目经验，对DAU、留存率等核心指标的提升有直接贡献
3、熟练掌握主流AI办公工具，并能将其深度融入日常工作中，显著提升工作效率与产出质量
4、数据驱动，能独立通过数据归因，找到留存和体验的瓶颈，形成能落地的方案进行A/B实验拿到结果","[object Object]","岗位职责：
1、用户增长：负责书旗小说 APP 的拉新获客与新用户承接，通过玩法设计与路径优化，持续提升新用户转化率 
2、留存与消费：负责阅读核心链路的体验优化与策略迭代，通过产品功能设计与用户运营体系，提升用户活跃度与内容消费时长 
3、AI重塑用户体验：探索AI在端内用户消费核心链路和内容生态中的应用，借助AI打造差异化用户消费体验并推动内容生态健康发展

任职要求：
任职要求
1、3年以上互联网用户产品相关工作经验，能自己做数据分析、用户研究、实验设计
2、有完整的用户留存/体验优化项目经验，对DAU、留存率等核心指标的提升有直接贡献
3、熟练掌握主流AI办公工具，并能将其深度融入日常工作中，显著提升工作效率与产出质量
4、数据驱动，能独立通过数据归因，找到留存和体验的瓶颈，形成能落地的方案进行A/B实验拿到结果","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
"千问","产品经理","https://talent.quark.cn","100010920020","千问事业部-大模型应用产品经理-软硬件结合方向-杭州/北京","产品类-用户型","","","","","","北京 / 杭州","2026-05-08","publishTime","1778215639000","1778215639000","https://talent.quark.cn/off-campus/position-detail?positionId=100010920020&track_id=SSP1780969974577RUNazBVifd8830","负责千问大模型与非手机智能硬件（如智能眼镜、手表、家居中枢、车载设备等）的深度融合，打造面向C端用户的场景化AI产品体验。聚焦“大模型+硬件”创新交互范式，将千问的多模态理解、自然对话、集团二方等能力与硬件使用场景有机结合，构建语音交互、情境问答、设备联动、个性化服务等核心功能。
主要职责：
● 深度洞察非手机硬件（可穿戴、IoT、车载等）的用户场景与交互约束，结合千问大模型能力边界（如端云协同推理、轻量化部署、多模态输入），与算法、硬件、工程、设计团队紧密协作，将技术能力转化为贴合硬件特性的用户价值与产品功能；
● 通过实地用户观察、场景化调研、行为数据埋点及A/B测试，持续优化硬件端交互流程（如语音唤醒效率、多轮对话容错、低功耗策略），提升用户满意度、留存率及场景渗透深度；
● 探索大模型在硬件端的创新应用，推动千问能力与硬件生态深度融合，构建差异化产品竞争力与用户心智。","● 计算机、人工智能、工业设计、人机交互或相关专业本科及以上学历；
● 3年以上C端互联网产品经验，1年以上AI产品或智能硬件产品实战经验（需有完整硬件产品落地案例）；
● 深度理解大模型技术趋势与硬件产品逻辑，对“端侧AI""""人机协同”“场景化交互”有独立思考，有硬件-软件协同开发流程者优先；
● 具备强用户共情力与场景抽象能力，能将技术参数转化为用户可感知的价值点，对硬件产品的易用性、可靠性、情感化设计有极致追求；
● 有智能眼镜/手表/家居等硬件产品经验，或参与过大模型训练、应用项目者优先；
● 数据敏感，善用定量与定性方法驱动决策；具备突出的跨团队推动力、资源整合能力与ownership精神；
● 乐于深入真实使用场景（如通勤、居家、户外），敢于挑战硬件与AI结合的不确定性，以用户价值为导向快速验证迭代。","[object Object]","岗位职责：
负责千问大模型与非手机智能硬件（如智能眼镜、手表、家居中枢、车载设备等）的深度融合，打造面向C端用户的场景化AI产品体验。聚焦“大模型+硬件”创新交互范式，将千问的多模态理解、自然对话、集团二方等能力与硬件使用场景有机结合，构建语音交互、情境问答、设备联动、个性化服务等核心功能。
主要职责：
● 深度洞察非手机硬件（可穿戴、IoT、车载等）的用户场景与交互约束，结合千问大模型能力边界（如端云协同推理、轻量化部署、多模态输入），与算法、硬件、工程、设计团队紧密协作，将技术能力转化为贴合硬件特性的用户价值与产品功能；
● 通过实地用户观察、场景化调研、行为数据埋点及A/B测试，持续优化硬件端交互流程（如语音唤醒效率、多轮对话容错、低功耗策略），提升用户满意度、留存率及场景渗透深度；
● 探索大模型在硬件端的创新应用，推动千问能力与硬件生态深度融合，构建差异化产品竞争力与用户心智。

任职要求：
● 计算机、人工智能、工业设计、人机交互或相关专业本科及以上学历；
● 3年以上C端互联网产品经验，1年以上AI产品或智能硬件产品实战经验（需有完整硬件产品落地案例）；
● 深度理解大模型技术趋势与硬件产品逻辑，对“端侧AI""""人机协同”“场景化交互”有独立思考，有硬件-软件协同开发流程者优先；
● 具备强用户共情力与场景抽象能力，能将技术参数转化为用户可感知的价值点，对硬件产品的易用性、可靠性、情感化设计有极致追求；
● 有智能眼镜/手表/家居等硬件产品经验，或参与过大模型训练、应用项目者优先；
● 数据敏感，善用定量与定性方法驱动决策；具备突出的跨团队推动力、资源整合能力与ownership精神；
● 乐于深入真实使用场景（如通勤、居家、户外），敢于挑战硬件与AI结合的不确定性，以用户价值为导向快速验证迭代。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\千问.txt"
